row,no,addr,district,action,conf,via,oldLat,oldLng,newLat,newLng,movedKm
650,B0237-25,18 Constable Close,Southampton,RECOVERED,client-point,client coordinate sitting on constable close,32.257482,-64.813203,32.251885,-64.867841,5.18
651,B0226-25,187 South Road,Paget,OSM,near-number,south road,32.251885,-64.867841,32.2936511,-64.7617649,11.02
652,B0243-25,3 Callen Glen Rise,Hamilton,RECOVERED,client-point,client coordinate sitting on callen glen rise,32.291840433333334,-64.7637586333333,32.351726,-64.719244,7.87
653,B0235-25,16 Pitts Bay Road,Pembroke,OSM,near-number,pitts bay road,32.351726,-64.719244,32.2984631,-64.7971274,9.42
654,B0239-25,13 Garthowen Road,Devonshire,RECOVERED,client-point,client coordinate sitting on garthowen road,32.29749,-64.797308,32.298704,-64.755451,3.94
655,B0187-25,19 Hinson Island,Paget,REVIEW,parish-anchor,street not in OSM,32.298704,-64.755451,32.2849567,-64.7753406,2.42
656,B0222-25,11 Random Lane,Warwick,RECOVERED,client-point,client coordinate sitting on random lane,32.283568,-64.804394,32.264628,-64.806075,2.11
657,B0211-25,,Hamilton,REVIEW,parish-anchor,street not in OSM,32.264628,-64.806075,32.3412801,-64.7255713,11.41
658,B0224-25,3 Ravello Garden Lane,Warwick,OSM,street,ravello garden lane,32.276808,-64.798074,32.2768464,-64.7990126,0.09
659,B0256-25,5 Ord Road,Warwick,OSM,near-number,ord road,32.276808,-64.798074,32.2720093,-64.7998684,0.56
660,B0262-25,8 Barnes Valley,Paget,RECOVERED,client-point,client coordinate sitting on barnes valley,32.271113,-64.799826,32.281372,-64.777989,2.35
661,B0250-25,31 Point Finger Road,Paget,RECOVERED,client-point,client coordinate sitting on point finger road,32.281372,-64.777989,32.289433,-64.764698,1.54
662,B0253-25,1 Palm Lane,Devonshire,OSM,street,palm lane,32.289433,-64.764698,32.3014706,-64.7451329,2.28
663,BR0151-25,154 Somerset Road,Sandys,OSM,near-number,somerset road,32.301445,-64.745528,32.2816408,-64.8742465,12.31
664,B0258-25,2 Green Bay Lane,Pembroke,OSM,street,green bay lane,32.28278,-64.873352,32.302863,-64.811948,6.2
665,B0263-25,22 Gilbert Hill,Smiths,RECOVERED,client-point,client coordinate sitting on gilbert hill,32.302835,-64.812383,32.310245,-64.738139,7.03
666,BR0156-25,134 Somerset Road,Sandys,OSM,near-number,somerset road,32.310041,-64.739027,32.2846631,-64.8752028,13.12
667,B0271-25,9 Reid Street,City of Hamilton,RECOVERED,client-point,client coordinate sitting on reid street,32.28898,-64.8743,32.293206,-64.785407,8.38
668,B0272-25,3 Rosemont Avenue,Pembroke,RECOVERED,client-point,client coordinate sitting on rosemont avenue,32.293206,-64.785407,32.296842,-64.793113,0.83
669,B0273-25,41 Brighton Hill Road,Devonshire,RECOVERED,client-point,client coordinate sitting on brighton hill road,32.296842,-64.793113,32.300608,-64.750419,4.04
670,B0283-25,3 Fractious Street,Hamilton,OSM,street,fractious street,32.301228,-64.750255,32.3484628,-64.7188159,6.03
671,B0261-25,3 Lolly's Lane,Smiths,RECOVERED,client-point,client coordinate sitting on lollys lane,32.350138,-64.721166,32.320723,-64.729884,3.38
672,B0269-25,56 Knapton Hill,Smiths,OSM,street,knapton hill,32.320723,-64.729884,32.3161713,-64.7224279,0.87
673,B0132-25,185 South Road,Paget,OSM,near-number,south road,32.31973,-64.717588,32.2936511,-64.7617649,5.07
674,BC0075-25,8 Addendum Lane South,Pembroke,RECOVERED,client-point,client coordinate sitting on addendum lane south,32.291840433333334,-64.7637586333333,32.29855,-64.795771,3.1
675,BR0023-25,19 Devon Point Lane,Devonshire,RECOVERED,client-point,client coordinate sitting on devon point lane,32.29855,-64.795771,32.301297,-64.743375,4.94
676,B0039-25,4 Cliff Crescent,Southampton,RECOVERED,client-point,client coordinate sitting on cliff crescent,32.301297,-64.743375,32.25617,-64.865239,12.52
677,BC0069-25,6 Mill Reach Lane,Pembroke,RECOVERED,client-point,client coordinate sitting on mill reach lane,32.25617,-64.865239,32.299117,-64.799605,7.81
678,B0299-25,7 Rocklands View,Warwick,RECOVERED,client-point,client coordinate sitting on rocklands view,32.299117,-64.799605,32.265453,-64.800223,3.75
679,B0302-25,13A Middle Road,Southampton,OSM,near-number,middle road,32.265267,-64.800734,32.2625808,-64.8689376,6.43
680,BC0106-25,9 Reid Street,City of Hamilton,RECOVERED,client-point,client coordinate sitting on reid street,32.264886,-64.869661,32.293206,-64.785407,8.53
681,B0286-25,4 Sears Hill Road,Smiths,RECOVERED,client-point,client coordinate sitting on sears hill road,32.293206,-64.785407,32.313466,-64.733358,5.39
682,BC0094-24,2 Pomander Road,Paget,RECOVERED,client-point,client coordinate sitting on pomander road,32.313466,-64.733358,32.291976,-64.77466,4.56
683,B0282-25,12 Spring Benny Road,Sandys,OSM,street,spring benny road,32.2923598,-64.7708875,32.2685473,-64.8763044,10.27
684,BC0112-25,4 Maritime Lane,Sandys,RECOVERED,client-point,client coordinate sitting on maritime lane,32.270186,-64.8753,32.327933,-64.833677,7.53
685,BR0162-25,4 Between The Walls,Pembroke,OSM,street,between the walls,32.327933,-64.833677,32.2935498,-64.7936659,5.37
686,BC0008-25,25 Serpentine Road,Pembroke,RECOVERED,client-point,client coordinate sitting on serpentine road,32.36781,-64.675603,32.2956001,-64.7900269,13.43
687,B0317-25,6 Long Point Lane,Sandys,RECOVERED,client-point,client coordinate sitting on long point lane,32.298309,-64.794108,32.298171,-64.859054,6.11
688,B0333-25,5 North Cote West,Pembroke,RECOVERED,client-point,client coordinate sitting on north cote west,32.298171,-64.859054,32.303902,-64.811026,4.56
689,B0340-25,9 Wilderness Lane,Smiths,RECOVERED,client-point,client coordinate sitting on wilderness lane,32.303902,-64.811026,32.316752,-64.73161,7.61
690,B0332-25,5 Friendly Lane,Sandys,RECOVERED,client-point,client coordinate sitting on friendly lane,32.316752,-64.73161,32.295811,-64.867647,13.01
691,B0329-25,10 Vickers Bay Road,Devonshire,RECOVERED,client-point,client coordinate sitting on vickers bay road,32.295811,-64.867647,32.294555,-64.753803,10.71
692,B0328-25,7 Sunning Lane,Warwick,RECOVERED,client-point,client coordinate sitting on sunning lane,32.294555,-64.753803,32.267609,-64.81484,6.48
693,B0334-25,64 Spanish Point Road,Pembroke,RECOVERED,client-point,client coordinate sitting on spanish point road,32.267609,-64.81484,32.305804,-64.807741,4.3
694,B0341-25,17 Mcgall's Bay Road,Smiths,OSM,street,mcgalls bay road,32.305804,-64.807741,32.3108347,-64.7305954,7.28
695,B0289-25,59 South Road,Southampton,OSM,exact,south road,32.308879,-64.730553,32.2496504,-64.8415077,12.35
696,B0342-25,9 Gables Lane,Devonshire,RECOVERED,client-point,client coordinate sitting on gables lane,32.249646,-64.841449,32.293739,-64.754742,9.53
697,B0346-25,17 Stowe Hill,Paget,OSM,street,stowe hill,32.293739,-64.754742,32.2879876,-64.7724496,1.79
698,BC0104-25,1 Addendum Lane,Pembroke,RECOVERED,client-point,client coordinate sitting on addendum lane,32.288709,-64.77274,32.299362,-64.797549,2.62
699,BR0210-25,69 Mangrove Bay Road,Sandys,RECOVERED,client-point,client coordinate sitting on mangrove bay road,32.299362,-64.797549,32.3033237,-64.8640225,6.27
700,BR0014-25,6 Sylvan Dell Road,Paget,RECOVERED,client-point,client coordinate sitting on sylvan dell road,32.304518,-64.866919,32.274754,-64.784855,8.4
701,B0368-25,22 Daisyfield Drive,Sandys,RECOVERED,client-point,client coordinate sitting on daisyfield drive,32.274754,-64.784855,32.297097,-64.864832,7.93
702,BC0139-25,23 Church Street,City of Hamilton,OSM,near-number,church street,32.297097,-64.864832,32.2939525,-64.7850759,7.51
703,B0347-25,5 Fort George Hill,Town of St. George,RECOVERED,client-point,client coordinate sitting on fort george hill,32.294254,-64.78436,32.379419,-64.682268,13.5
704,B0377-25,8 Rock Garden Lane,Smiths,RECOVERED,client-point,client coordinate sitting on rock garden lane,32.379419,-64.682268,32.317401,-64.72551,8.01
705,B0375-25,30 Castile Road,Warwick,REVIEW,parish-anchor,street not in OSM,32.317401,-64.72551,32.2678602,-64.8053367,9.32
706,B0381-25,3A Spanish Heights Road,Smiths,RECOVERED,client-point,client coordinate sitting on spanish heights road,32.264861,-64.82968,32.316404,-64.726281,11.3
707,B0383-25,30 Pomander Road,Paget,OSM,near-number,pomander road,32.316404,-64.726281,32.291125,-64.7740484,5.3
708,B0390-25,11 Seabright Avenue,Paget,RECOVERED,client-point,client coordinate sitting on seabright avenue,32.291976,-64.77466,32.287818,-64.761253,1.34
709,BC0150-25,31 Queen Street,City of Hamilton,OSM,exact,queen street,32.287818,-64.761253,32.2938591,-64.7863756,2.46
710,B0003-26,9 Harrington Sound Road,Hamilton,RECOVERED,client-point,client coordinate sitting on harrington sound road,32.293904,-64.786387,32.3375,-64.70222,9.29
711,B0001-26,1 Spicewood Drive,Warwick,OSM,street,spicewood drive,32.329076,-64.712027,32.2685591,-64.7969487,10.45
712,B0378-25,7 Wellington Park,St. George,OSM,exact,wellington park,32.269152,-64.796786,32.3780551,-64.6858064,16
713,BR0236-25,15 Fairways Road,Warwick,RECOVERED,client-point,client coordinate sitting on fairways road,32.379257,-64.68679,32.264297,-64.829422,18.54
714,B0019-26,6 Fielders Lane,Smiths,RECOVERED,client-point,client coordinate sitting on fielders lane,32.262136,-64.830672,32.320359,-64.734391,11.14
715,B0017-26,2 Gilbert Hill,Smiths,RECOVERED,client-point,client coordinate sitting on gilbert hill,32.320359,-64.734391,32.311896,-64.740743,1.12
716,B0013-26,7 Kitty's Drive,Hamilton,RECOVERED,client-point,client coordinate sitting on kittys drive,32.311896,-64.740743,32.34978,-64.717458,4.75
717,B0009-26,23 Lovers Lane,Paget,RECOVERED,client-point,client coordinate sitting on lovers lane,32.34978,-64.717458,32.287477,-64.776819,8.9
718,B0016-26,16 Dundonald Street,City of Hamilton,OSM,near-number,dundonald street,32.287477,-64.776819,32.2962282,-64.7828579,1.13
719,B0015-26,2 Masters Mews,Warwick,RECOVERED,client-point,client coordinate sitting on masters mews,32.295899,-64.783174,32.269559,-64.792222,3.05
720,B0026-26,,Warwick,REVIEW,parish-anchor,street not in OSM,32.269559,-64.792222,32.2678602,-64.8053367,1.25
721,B0036-26,10 Morgan Hill,Sandys,RECOVERED,client-point,client coordinate sitting on morgan hill,32.30203,-64.757146,32.287286,-64.871772,10.91
722,B0404-25,59 Middle Road,Devonshire,OSM,street-anchored,middle road,32.287286,-64.871772,32.3036953,-64.7558272,11.06
723,B0054-26,21 Tamarind Vale,Warwick,RECOVERED,client-point,client coordinate sitting on tamarind vale,32.297671,-64.785587,32.268846,-64.81404,4.18
724,B0031-26,9 Ferrars Lane,Pembroke,RECOVERED,client-point,client coordinate sitting on ferrars lane,32.268846,-64.81404,32.29622,-64.791261,3.73
725,B0062-26,3A Green Acres Road,Devonshire,RECOVERED,client-point,client coordinate sitting on green acres road,32.29622,-64.791261,32.306233,-64.747165,4.3
726,B0063-26,40 Stovell Bay Road,Pembroke,RECOVERED,client-point,client coordinate sitting on stovell bay road,32.306233,-64.747165,32.305576,-64.811304,6.04
727,B0051-26,45 Mangrove Bay Road,Sandys,OSM,exact,mangrove bay road,32.305576,-64.811304,32.3033613,-64.8640752,4.97
728,B0042-26,12 Grasmere Road,Pembroke,RECOVERED,client-point,client coordinate sitting on grasmere road,32.3033237,-64.8640225,32.30135,-64.80713,5.36
729,B0058-26,28 Parsons Road,Pembroke,RECOVERED,client-point,client coordinate sitting on parsons road,32.30135,-64.80713,32.299264,-64.776518,2.89
730,B0022-26,23 Knapton Estates Road,Smiths,RECOVERED,client-point,client coordinate sitting on knapton estates road,32.299264,-64.776518,32.3174,-64.71706,5.95
731,B0010-26,13A Lighthouse Road,Southampton,RECOVERED,client-point,client coordinate sitting on lighthouse road,32.317248,-64.716717,32.253093,-64.832558,13.03
732,B0060-26,6 Evans Bay Lane,Southampton,RECOVERED,client-point,client coordinate sitting on evans bay lane,32.253093,-64.832558,32.259001,-64.867151,3.32
733,B0011-26,23 Mill Shares Road,Pembroke,RECOVERED,client-point,client coordinate sitting on mill shares road,32.259001,-64.867151,32.296348,-64.801174,7.47
734,B0081-26,35 Lolly's Well Road,Smiths,OSM,street,lollys well road,32.298722,-64.805815,32.3183729,-64.7299084,7.47
735,B0055-26,26 Knapton Hill,Smiths,OSM,street,knapton hill,32.319302,-64.728991,32.3161713,-64.7224279,0.71
736,B0069-26,84 Harbour Road,Warwick,OSM,near-number,harbour road,32.315555,-64.721756,32.2808345,-64.7962048,8
737,B0046-26,10 Meadow Lane,Devonshire,RECOVERED,client-point,client coordinate sitting on meadow lane,32.277685,-64.799539,32.303301,-64.750517,5.42
738,B0040-26,11 West Point Lane,Hamilton,RECOVERED,client-point,client coordinate sitting on west point lane,32.303301,-64.750517,32.333529,-64.740664,3.49
739,B0092-26,6 Trimingham Hill,Paget,RECOVERED,client-point,client coordinate sitting on trimingham hill,32.333529,-64.740664,32.290852,-64.769715,5.48
740,BR0005-26,27 Mission Road,Paget,RECOVERED,client-point,client coordinate sitting on mission road,32.290852,-64.769715,32.278925,-64.773151,1.37
741,B0091-26,52 North Shore Road,Smiths,OSM,street-anchored,north shore road,32.278925,-64.773151,32.3158395,-64.7500276,4.65
742,B0117-26,185 South Road,Paget,OSM,near-number,south road,32.324809,-64.741325,32.2936511,-64.7617649,3.97
743,B0114-26,24 Lovers Lane,Paget,OSM,street-anchored,lovers lane,32.291840433333334,-64.7637586333333,32.2857086,-64.7734863,1.14
744,B0079-26,58 My Lord's Bay Road,Hamilton,RECOVERED,client-point,client coordinate sitting on my lords bay road,32.287681,-64.776073,32.339728,-64.72997,7.24
745,B0067-26,34 Castile Road,Warwick,REVIEW,parish-anchor,street not in OSM,32.339728,-64.72997,32.2678602,-64.8053367,10.69
746,BR0042-26,77 Tuckers Town Road,St. George,RECOVERED,client-point,client coordinate sitting on tuckers town road,32.264297,-64.829422,32.338238,-64.676265,16.6
747,B0103-26,3 Long Lane,Hamilton,OSM,exact,long lane,32.338238,-64.676265,32.3298972,-64.7003512,2.45
748,B0038-26,18 St. Anne's Road,Southampton,RECOVERED,client-point,client coordinate sitting on street annes road,32.329909,-64.700483,32.251447,-64.841925,15.92
749,B0109-26,2 St. Anne's Drive,Southampton,OSM,street,street annes drive,32.251447,-64.841925,32.2512559,-64.8443265,0.23
750,BR0211-25,108 Harbour Road,Warwick,OSM,street-anchored,harbour road,32.250828,-64.844296,32.2808345,-64.7962048,5.63
751,B0110-26,17 Cavendish Road,Pembroke,OSM,near-number,cavendish road,32.280388,-64.796549,32.2941853,-64.7736257,2.65
752,B0133-26,9 Williams Estate,Smiths,REVIEW,parish-anchor,street not in OSM,32.29434,-64.774311,32.3154757,-64.7304162,4.75
753,B0122-26,16 Echo Lane,St. George,OSM,exact,echo lane,32.306612,-64.735527,32.3735401,-64.6967599,8.3
754,BC0020-26,82 North Shore Road,Devonshire,kept,client-original,,32.3056539905629,-64.78817544197068,32.3056539905629,-64.78817544197068,0
755,B0136-26,19 Bayfield Road,Warwick,RECOVERED,client-point,client coordinate sitting on bayfield road,32.312172,-64.756669,32.264409,-64.817993,7.85
756,BR0025-26,38 South Road,Devonshire,OSM,street,south road,32.26494,-64.820282,32.29916,-64.7501123,7.62
757,BR0043-26,110 South Road,Paget,OSM,near-number,south road,32.299717,-64.747314,32.2807832,-64.775294,3.37
758,BC0019-26,3 Market Lane,Pembroke,RECOVERED,client-point,client coordinate sitting on market lane,32.282015,-64.77564,32.298309,-64.794108,2.51
759,B0096-26,42 Mill Shares Road,Pembroke,OSM,street,mill shares road,0,0,32.2981099,-64.8032879,8060.24
760,B0167-26,18 Tankfield Hill,Paget,OSM,street,tankfield hill,32.299751,-64.805064,32.2819691,-64.7719616,3.69
761,B0139-26,1 Rocklands View,Warwick,RECOVERED,client-point,client coordinate sitting on rocklands view,32.279493,-64.77106,32.265267,-64.800734,3.21
762,B0147-26,2 Welcome View,Southampton,REVIEW,parish-anchor,street not in OSM,32.265453,-64.800223,32.2544361,-64.8439449,4.29
763,B0157-26,14 Cross Bay Road,Southampton,RECOVERED,client-point,client coordinate sitting on cross bay road,32.252626811111114,-64.845693,32.250044,-64.829252,1.57
764,BC0052-25,18 Quarry Road,Hamilton,OSM,street,quarry road,32.250044,-64.829252,32.3401286,-64.706936,15.27
765,B0182-26,100 Harbour Road,Paget,RECOVERED,client-point,client coordinate sitting on harbour road,32.308633,-64.744229,32.280359,-64.791405,5.44
766,B0180-26,19 Rocky Bay Lane,Devonshire,RECOVERED,client-point,client coordinate sitting on rocky bay lane,32.2810336,-64.7948055,32.299717,-64.747314,4.93
767,B0188-26,71 North Shore Road,Hamilton,RECOVERED,client-point,client coordinate sitting on north shore road,32.3002368,-64.74604,32.335754,-64.736608,4.05
768,B0197-26,32 Knapton Estates Road,Smiths,RECOVERED,client-point,client coordinate sitting on knapton estates road,32.335754,-64.736608,32.317248,-64.716717,2.78
769,B0198-26,20 Farmer's Lane,Warwick,RECOVERED,client-point,client coordinate sitting on farmers lane,32.3174,-64.71706,32.2650444,-64.8161718,11
770,B0177-26,35 St. Anne's Road,Southampton,RECOVERED,client-point,client coordinate sitting on street annes road,32.2650444,-64.8161718,32.250949,-64.843562,3.02
771,BR0086-26,22 Berry Hill Road,Paget,OSM,street,berry hill road,32.2529735,-64.8392026,32.2940416,-64.7640316,8.43
772,BR0096-26,81 Ferry Road,St. George,OSM,exact,ferry road,32.321232,-64.7123542,32.3665663,-64.7085009,5.06
773,BR0082-26,9 Inland Lane,Pembroke,RECOVERED,client-point,client coordinate sitting on inland lane,32.3665563,-64.7085898,32.302365,-64.8018544,11.31
774,B0204-26,44 Harrington Hundreds Road,Smiths,RECOVERED,client-point,client coordinate sitting on harrington hundreds road,32.302365,-64.8018544,32.320632,-64.72602,7.42
775,B0228-26,12 Speakers Drive,St. George,OSM,exact,speakers drive,32.3193995,-64.7255581,32.3778255,-64.6851287,7.53
776,B0193-26,2 North Ridge Close,Devonshire,RECOVERED,client-point,client coordinate sitting on north ridge close,32.3778111,-64.6851087,32.3122977,-64.7551709,9.83
777,B0222-26,191 South Road,Paget,OSM,near-number,south road,32.3122977,-64.7551709,32.2936511,-64.7617649,2.17
778,B0210-26,6 Bayfield Road,Warwick,RECOVERED,client-point,client coordinate sitting on bayfield road,32.2699725,-64.7868268,32.26494,-64.820282,3.2
779,B0132-26,84 North Shore Road,Hamilton,RECOVERED,client-point,client coordinate sitting on north shore road,32.2647901,-64.8186259,32.324809,-64.741325,9.88
780,B0244-26,18 Lightbourne Lane,Smiths,OSM,street,lightbourne lane,32.3506516,-64.7155702,32.3098527,-64.7435238,5.25
781,B0213-26,13 Turtle Bay Lane,Southampton,OSM,street,turtle bay lane,32.30819,-64.74237,32.2509501,-64.8525184,12.17
782,B0242-26,8 Seabright Avenue,Paget,OSM,street,seabright avenue,32.2511129,-64.8526628,32.2883305,-64.7623112,9.46
783,B0214-26,4 Mid Ocean Drive,St. George,RECOVERED,client-point,client coordinate sitting on mid ocean drive,32.2884612,-64.7620789,32.3333906,-64.6942276,8.11
784,B0212-26,14 Whale Bay Road,Southampton,RECOVERED,client-point,client coordinate sitting on whale bay road,32.3333906,-64.6942276,32.2564621,-64.869504,18.58
785,B0231-26,11 Vaughan's Bay Drive,St. George,OSM,exact,vaughans bay drive,32.2564621,-64.869504,32.3695132,-64.6558535,23.73
786,B0147-27,"Bermuda Airport Solar Farm (""The Finger"")",(blank),REVIEW,parish-anchor,street not in OSM,32.359139,-64.685694,32.3008022,-64.7915912,11.89
787,B0235-26,5 Seabright Lane,Paget,kept,client-original,,32.288749,-64.760913,32.288749,-64.760913,0
788,B0243-26,3 Harrington Sound Road,Hamilton,RECOVERED,client-point,client coordinate sitting on harrington sound road,32.288622,-64.7612006,32.3375,-64.70222,7.77
