row,no,addr,district,action,conf,via,why,oldLat,oldLng,newLat,newLng,movedKm
658,B0224-25,3 Ravello Garden Lane,Warwick,kept,,,,32.276808,-64.798074,32.276808,-64.798074,
659,B0256-25,5 Ord Road,Warwick,RELOCATED,near-number,#1 ord road,>0.3km from ord road,32.276808,-64.798074,32.2720093,-64.7998684,0.56
660,B0262-25,8 Barnes Valley,Paget,RELOCATED,street,barnes valley (5 pts in parish),wrong parish,32.271113,-64.799826,32.2816087,-64.7782722,2.34
661,B0250-25,31 Point Finger Road,Paget,RELOCATED,street-anchored,#7 point finger road,>1.2km from point finger road,32.281372,-64.777989,32.2929044,-64.7660607,1.71
662,B0253-25,1 Palm Lane,Devonshire,RELOCATED,street,palm lane (2 pts in parish),wrong parish,32.289433,-64.764698,32.3014706,-64.7451329,2.28
663,BR0151-25,154 Somerset Road,Sandys,RELOCATED,near-number,#158 somerset road,wrong parish,32.301445,-64.745528,32.2816408,-64.8742465,12.31
664,B0258-25,2 Green Bay Lane,Pembroke,RELOCATED,street,green bay lane (4 pts in parish),wrong parish,32.28278,-64.873352,32.302863,-64.811948,6.2
665,B0263-25,22 Gilbert Hill,Smiths,RELOCATED,street,gilbert hill (49 pts in parish),wrong parish,32.302835,-64.812383,32.3109093,-64.7392549,6.94
666,BR0156-25,134 Somerset Road,Sandys,RELOCATED,near-number,#146 somerset road,wrong parish,32.310041,-64.739027,32.2846631,-64.8752028,13.12
667,B0271-25,9 Reid Street,City of Hamilton,RELOCATED,exact,addr point 9 reid street,wrong parish,32.28898,-64.8743,32.2931564,-64.7853842,8.38
668,B0272-25,3 Rosemont Avenue,Pembroke,kept,,,,32.293206,-64.785407,32.293206,-64.785407,
669,B0273-25,41 Brighton Hill Road,Devonshire,RELOCATED,street-anchored,#26 brighton hill road,wrong parish,32.296842,-64.793113,32.3041465,-64.7529387,3.87
670,B0283-25,3 Fractious Street,Hamilton,RELOCATED,street,fractious street (20 pts in parish),wrong parish,32.301228,-64.750255,32.3484628,-64.7188159,6.03
671,B0261-25,3 Lolly's Lane,Smiths,RELOCATED,street,lollys lane (15 pts in parish),wrong parish,32.350138,-64.721166,32.32059,-64.7293269,3.38
672,B0269-25,56 Knapton Hill,Smiths,kept,,,,32.320723,-64.729884,32.320723,-64.729884,
673,B0132-25,185 South Road,Paget,RELOCATED,near-number,#183 south road,wrong parish,32.31973,-64.717588,32.2936511,-64.7617649,5.07
674,BC0075-25,8 Addendum Lane South,Pembroke,RELOCATED,street,addendum lane south (12 pts in parish),wrong parish,32.291840433333334,-64.7637586333333,32.2988213,-64.7967052,3.2
675,BR0023-25,19 Devon Point Lane,Devonshire,RELOCATED,street,devon point lane (24 pts in parish),wrong parish,32.29855,-64.795771,32.3010169,-64.7440821,4.87
676,B0039-25,4 Cliff Crescent,Southampton,RELOCATED,street,cliff crescent (8 pts in parish),wrong parish,32.301297,-64.743375,32.2560216,-64.8643495,12.45
677,BC0069-25,6 Mill Reach Lane,Pembroke,RELOCATED,near-number,#10 mill reach lane,wrong parish,32.25617,-64.865239,32.2990511,-64.8000235,7.78
678,B0299-25,7 Rocklands View,Warwick,RELOCATED,street,rocklands view (8 pts in parish),wrong parish,32.299117,-64.799605,32.2657219,-64.800233,3.72
679,B0302-25,13A Middle Road,Southampton,RELOCATED,near-number,#18 middle road,wrong parish,32.265267,-64.800734,32.2625808,-64.8689376,6.43
680,BC0106-25,9 Reid Street,City of Hamilton,RELOCATED,exact,addr point 9 reid street,wrong parish,32.264886,-64.869661,32.2931564,-64.7853842,8.53
681,B0286-25,4 Sears Hill Road,Smiths,RELOCATED,street,sears hill road (15 pts in parish),wrong parish,32.293206,-64.785407,32.3137553,-64.7334573,5.4
682,BC0094-24,2 Pomander Road,Paget,RELOCATED,exact,addr point 2 pomander road,wrong parish,32.313466,-64.733358,32.2923591,-64.770898,4.24
683,B0282-25,12 Spring Benny Road,Sandys,RELOCATED,street,spring benny road (21 pts in parish),wrong parish,32.2923598,-64.7708875,32.2685473,-64.8763044,10.27
684,BC0112-25,4 Maritime Lane,Sandys,RELOCATED,exact,addr point 4 maritime lane,>0.1km from maritime lane,32.270186,-64.8753,32.3282742,-64.8337915,7.56
685,BR0162-25,4 Between The Walls,Pembroke,RELOCATED,street,between the walls (14 pts in parish),wrong parish,32.327933,-64.833677,32.2935498,-64.7936659,5.37
686,BC0008-25,25 Serpentine Road,Pembroke,RELOCATED,near-number,#15 serpentine road,wrong parish,32.36781,-64.675603,32.2980154,-64.7950148,13.65
687,B0317-25,6 Long Point Lane,Sandys,RELOCATED,street,long point lane (22 pts in parish),wrong parish,32.298309,-64.794108,32.2978333,-64.8583795,6.05
688,B0333-25,5 North Cote West,Pembroke,RELOCATED,street,north cote west (10 pts in parish),wrong parish,32.298171,-64.859054,32.3046644,-64.8110487,4.57
689,B0340-25,9 Wilderness Lane,Smiths,RELOCATED,street,wilderness lane (28 pts in parish),wrong parish,32.303902,-64.811026,32.3150082,-64.7306188,7.67
690,B0332-25,5 Friendly Lane,Sandys,RELOCATED,street,friendly lane (6 pts in parish),wrong parish,32.316752,-64.73161,32.2960496,-64.867868,13.02
691,B0329-25,10 Vickers Bay Road,Devonshire,RELOCATED,street,vickers bay road (22 pts in parish),wrong parish,32.295811,-64.867647,32.2953597,-64.753873,10.71
692,B0328-25,7 Sunning Lane,Warwick,RELOCATED,street,sunning lane (13 pts in parish),wrong parish,32.294555,-64.753803,32.2675524,-64.8130835,6.34
693,B0334-25,64 Spanish Point Road,Pembroke,RELOCATED,exact,addr point 64 spanish point road,wrong parish,32.267609,-64.81484,32.30576,-64.8077311,4.3
694,B0341-25,17 Mcgall's Bay Road,Smiths,RELOCATED,street,mcgalls bay road (14 pts in parish),wrong parish,32.305804,-64.807741,32.3108347,-64.7305954,7.28
695,B0289-25,59 South Road,Southampton,RELOCATED,exact,addr point 59 south road,wrong parish,32.308879,-64.730553,32.2496504,-64.8415077,12.35
696,B0342-25,9 Gables Lane,Devonshire,RELOCATED,street,gables lane (5 pts in parish),wrong parish,32.249646,-64.841449,32.2941169,-64.7553714,9.5
697,B0346-25,17 Stowe Hill,Paget,RELOCATED,street,stowe hill (13 pts in parish),wrong parish,32.293739,-64.754742,32.2879876,-64.7724496,1.79
698,BC0104-25,1 Addendum Lane,Pembroke,RELOCATED,street,addendum lane (10 pts in parish),wrong parish,32.288709,-64.77274,32.2992718,-64.7968887,2.56
699,BR0210-25,69 Mangrove Bay Road,Sandys,RELOCATED,street-anchored,#55 mangrove bay road,wrong parish,32.299362,-64.797549,32.3038162,-64.8661288,6.47
700,BR0014-25,6 Sylvan Dell Road,Paget,RELOCATED,street,sylvan dell road (14 pts in parish),wrong parish,32.304518,-64.866919,32.2749053,-64.7848039,8.4
701,B0368-25,22 Daisyfield Drive,Sandys,RELOCATED,street,daisyfield drive (18 pts in parish),wrong parish,32.274754,-64.784855,32.2972364,-64.864622,7.91
702,BC0139-25,23 Church Street,City of Hamilton,RELOCATED,near-number,#22 church street,wrong parish,32.297097,-64.864832,32.2939525,-64.7850759,7.51
703,B0347-25,5 Fort George Hill,Town of St. George,RELOCATED,exact,addr point 5 fort george hill,wrong parish,32.294254,-64.78436,32.3794697,-64.6821691,13.51
704,B0377-25,8 Rock Garden Lane,Smiths,RELOCATED,street,rock garden lane (3 pts in parish),wrong parish,32.379419,-64.682268,32.3173188,-64.7248862,7.99
705,B0375-25,30 Castile Road,Warwick,REVIEW,parish-anchor,centre of Warwick road network,street not found in OSM — NEEDS REVIEW,32.317401,-64.72551,32.2678602,-64.8053367,9.32
706,B0381-25,3A Spanish Heights Road,Smiths,RELOCATED,street,spanish heights road (13 pts in parish),wrong parish,32.264861,-64.82968,32.3158359,-64.7260153,11.29
707,B0383-25,30 Pomander Road,Paget,RELOCATED,near-number,#25 pomander road,wrong parish,32.316404,-64.726281,32.291125,-64.7740484,5.3
708,B0390-25,11 Seabright Avenue,Paget,RELOCATED,street,seabright avenue (18 pts in parish),>1.2km from seabright avenue,32.291976,-64.77466,32.2883305,-64.7623112,1.23
709,BC0150-25,31 Queen Street,City of Hamilton,RELOCATED,exact,addr point 31 queen street,wrong parish,32.287818,-64.761253,32.2938591,-64.7863756,2.46
710,B0003-26,9 Harrington Sound Road,Hamilton,RELOCATED,near-number,#19 harrington sound road,wrong parish,32.293904,-64.786387,32.3315121,-64.7112575,8.22
711,B0001-26,1 Spicewood Drive,Warwick,RELOCATED,street,spicewood drive (12 pts in parish),wrong parish,32.329076,-64.712027,32.2685591,-64.7969487,10.45
712,B0378-25,7 Wellington Park,St. George,RELOCATED,exact,addr point 7 wellington park,wrong parish,32.269152,-64.796786,32.3780551,-64.6858064,16
713,BR0236-25,15 Fairways Road,Warwick,RELOCATED,street,fairways road (38 pts in parish),wrong parish,32.379257,-64.68679,32.2638422,-64.8280954,18.48
714,B0019-26,6 Fielders Lane,Smiths,RELOCATED,street,fielders lane (7 pts in parish),wrong parish,32.262136,-64.830672,32.3207178,-64.7343399,11.17
715,B0017-26,2 Gilbert Hill,Smiths,kept,,,,32.320359,-64.734391,32.320359,-64.734391,
716,B0013-26,7 Kitty's Drive,Hamilton,RELOCATED,street,kittys drive (15 pts in parish),wrong parish,32.311896,-64.740743,32.3497189,-64.7174361,4.75
717,B0009-26,23 Lovers Lane,Paget,RELOCATED,street-anchored,#2 lovers lane,wrong parish,32.34978,-64.717458,32.2857086,-64.7734863,8.87
718,B0016-26,16 Dundonald Street,City of Hamilton,RELOCATED,near-number,#9 dundonald street,wrong parish,32.287477,-64.776819,32.2962282,-64.7828579,1.13
719,B0015-26,2 Masters Mews,Warwick,RELOCATED,street,masters mews (10 pts in parish),wrong parish,32.295899,-64.783174,32.2698887,-64.7924177,3.02
720,B0026-26,,Warwick,kept,,,,32.269559,-64.792222,32.269559,-64.792222,
721,B0036-26,10 Morgan Hill,Sandys,RELOCATED,street,morgan hill (21 pts in parish),wrong parish,32.30203,-64.757146,32.287765,-64.8723049,10.95
722,B0404-25,59 Middle Road,Devonshire,RELOCATED,street-anchored,#94 middle road,wrong parish,32.287286,-64.871772,32.3036953,-64.7558272,11.06
723,B0054-26,21 Tamarind Vale,Warwick,RELOCATED,street,tamarind vale (31 pts in parish),wrong parish,32.297671,-64.785587,32.2675592,-64.8127731,4.22
724,B0031-26,9 Ferrars Lane,Pembroke,RELOCATED,near-number,#5 ferrars lane,wrong parish,32.268846,-64.81404,32.2963374,-64.7907181,3.77
725,B0062-26,3A Green Acres Road,Devonshire,RELOCATED,street,green acres road (32 pts in parish),wrong parish,32.29622,-64.791261,32.3051634,-64.7473652,4.25
726,B0063-26,40 Stovell Bay Road,Pembroke,RELOCATED,street,stovell bay road (24 pts in parish),wrong parish,32.306233,-64.747165,32.3055571,-64.8125711,6.15
727,B0051-26,45 Mangrove Bay Road,Sandys,RELOCATED,exact,addr point 45 mangrove bay road,wrong parish,32.305576,-64.811304,32.3033613,-64.8640752,4.97
728,B0042-26,12 Grasmere Road,Pembroke,RELOCATED,street,grasmere road (18 pts in parish),wrong parish,32.3033237,-64.8640225,32.3003681,-64.8069823,5.38
729,B0058-26,28 Parsons Road,Pembroke,RELOCATED,near-number,#22 parsons road,>0.3km from parsons road,32.30135,-64.80713,32.299119,-64.7774612,2.8
730,B0022-26,23 Knapton Estates Road,Smiths,RELOCATED,street,knapton estates road (59 pts in parish),wrong parish,32.299264,-64.776518,32.3169507,-64.7174564,5.9
731,B0010-26,13A Lighthouse Road,Southampton,RELOCATED,street,lighthouse road (52 pts in parish),wrong parish,32.317248,-64.716717,32.2537534,-64.8320562,12.95
732,B0060-26,6 Evans Bay Lane,Southampton,RELOCATED,street,evans bay lane (6 pts in parish),>1.2km from evans bay lane,32.253093,-64.832558,32.2593703,-64.8670377,3.32
733,B0011-26,23 Mill Shares Road,Pembroke,RELOCATED,street,mill shares road (58 pts in parish),wrong parish,32.259001,-64.867151,32.2981099,-64.8032879,7.42
734,B0081-26,35 Lolly's Well Road,Smiths,RELOCATED,street,lollys well road (32 pts in parish),wrong parish,32.298722,-64.805815,32.3183729,-64.7299084,7.47
735,B0055-26,26 Knapton Hill,Smiths,kept,,,,32.319302,-64.728991,32.319302,-64.728991,
736,B0069-26,84 Harbour Road,Warwick,RELOCATED,near-number,#89 harbour road,wrong parish,32.315555,-64.721756,32.2808345,-64.7962048,8
737,B0046-26,10 Meadow Lane,Devonshire,RELOCATED,street,meadow lane (4 pts in parish),wrong parish,32.277685,-64.799539,32.3035843,-64.7510882,5.4
738,B0040-26,11 West Point Lane,Hamilton,RELOCATED,street,west point lane (18 pts in parish),wrong parish,32.303301,-64.750517,32.333877,-64.7408822,3.52
739,B0092-26,6 Trimingham Hill,Paget,RELOCATED,street,trimingham hill (63 pts in parish),wrong parish,32.333529,-64.740664,32.2900621,-64.7690962,5.53
740,BR0005-26,27 Mission Road,Paget,kept,,,,32.290852,-64.769715,32.290852,-64.769715,
741,B0091-26,52 North Shore Road,Smiths,RELOCATED,street-anchored,#2 north shore road,wrong parish,32.278925,-64.773151,32.3158395,-64.7500276,4.65
742,B0117-26,185 South Road,Paget,RELOCATED,near-number,#183 south road,wrong parish,32.324809,-64.741325,32.2936511,-64.7617649,3.97
743,B0114-26,24 Lovers Lane,Paget,kept,,,,32.291840433333334,-64.7637586333333,32.291840433333334,-64.7637586333333,
744,B0079-26,58 My Lord's Bay Road,Hamilton,RELOCATED,street,my lords bay road (24 pts in parish),wrong parish,32.287681,-64.776073,32.3410324,-64.7316682,7.26
745,B0067-26,34 Castile Road,Warwick,REVIEW,parish-anchor,centre of Warwick road network,street not found in OSM — NEEDS REVIEW,32.339728,-64.72997,32.2678602,-64.8053367,10.69
746,BR0042-26,77 Tuckers Town Road,St. George,RELOCATED,near-number,#73 tuckers town road,wrong parish,32.264297,-64.829422,32.3375102,-64.67754,16.46
747,B0103-26,3 Long Lane,Hamilton,RELOCATED,exact,addr point 3 long lane,wrong parish,32.338238,-64.676265,32.3298972,-64.7003512,2.45
748,B0038-26,18 St. Anne's Road,Southampton,RELOCATED,near-number,#17 street annes road,wrong parish,32.329909,-64.700483,32.2519993,-64.8423243,15.91
749,B0109-26,2 St. Anne's Drive,Southampton,kept,,,,32.251447,-64.841925,32.251447,-64.841925,
750,BR0211-25,108 Harbour Road,Warwick,RELOCATED,street-anchored,#89 harbour road,wrong parish,32.250828,-64.844296,32.2808345,-64.7962048,5.63
751,B0110-26,17 Cavendish Road,Pembroke,RELOCATED,near-number,#16 cavendish road,wrong parish,32.280388,-64.796549,32.2941853,-64.7736257,2.65
752,B0133-26,9 Williams Estate,Smiths,REVIEW,parish-anchor,centre of Smith's road network,street not found in OSM — NEEDS REVIEW,32.29434,-64.774311,32.3154757,-64.7304162,4.75
753,B0122-26,16 Echo Lane,St. George,RELOCATED,exact,addr point 16 echo lane,wrong parish,32.306612,-64.735527,32.3735401,-64.6967599,8.3
754,BC0020-26,82 North Shore Road,Devonshire,RELOCATED,exact,addr point 82 north shore road,wrong parish,32.3056539905629,-64.78817544197068,32.312204,-64.7566466,3.05
755,B0136-26,19 Bayfield Road,Warwick,RELOCATED,near-number,#11 bayfield road,wrong parish,32.312172,-64.756669,32.2646449,-64.8185802,7.87
756,BR0025-26,38 South Road,Devonshire,RELOCATED,street,south road (46 pts in parish),wrong parish,32.26494,-64.820282,32.29916,-64.7501123,7.62
757,BR0043-26,110 South Road,Paget,RELOCATED,near-number,#104 south road,wrong parish,32.299717,-64.747314,32.2807832,-64.775294,3.37
758,BC0019-26,3 Market Lane,Pembroke,RELOCATED,near-number,#6 market lane,wrong parish,32.282015,-64.77564,32.2985147,-64.7947401,2.57
759,B0096-26,42 Mill Shares Road,Pembroke,RELOCATED,street,mill shares road (58 pts in parish),no coordinate,,,32.2981099,-64.8032879,
760,B0167-26,18 Tankfield Hill,Paget,RELOCATED,street,tankfield hill (34 pts in parish),wrong parish,32.299751,-64.805064,32.2819691,-64.7719616,3.69
761,B0139-26,1 Rocklands View,Warwick,RELOCATED,street,rocklands view (8 pts in parish),wrong parish,32.279493,-64.77106,32.2657219,-64.800233,3.14
762,B0147-26,2 Welcome View,Southampton,REVIEW,parish-anchor,centre of Southampton road network,street not found in OSM — NEEDS REVIEW,32.265453,-64.800223,32.2544361,-64.8439449,4.29
763,B0157-26,14 Cross Bay Road,Southampton,RELOCATED,street,cross bay road (10 pts in parish),>1.2km from cross bay road,32.252626811111114,-64.845693,32.2499162,-64.8305295,1.46
764,BC0052-25,18 Quarry Road,Hamilton,RELOCATED,street,quarry road (31 pts in parish),wrong parish,32.250044,-64.829252,32.3401286,-64.706936,15.27
765,B0182-26,100 Harbour Road,Paget,RELOCATED,street-anchored,#27 harbour road,wrong parish,32.308633,-64.744229,32.28383,-64.7866553,4.85
766,B0180-26,19 Rocky Bay Lane,Devonshire,RELOCATED,street,rocky bay lane (47 pts in parish),wrong parish,32.2810336,-64.7948055,32.299973,-64.7464361,5.02
767,B0188-26,71 North Shore Road,Hamilton,RELOCATED,exact,addr point 71 north shore road,wrong parish,32.3002368,-64.74604,32.3357651,-64.7366591,4.05
768,B0197-26,32 Knapton Estates Road,Smiths,RELOCATED,street,knapton estates road (59 pts in parish),wrong parish,32.335754,-64.736608,32.3169507,-64.7174564,2.76
769,B0198-26,20 Farmer's Lane,Warwick,RELOCATED,street,farmers lane (15 pts in parish),wrong parish,32.3174,-64.71706,32.2651982,-64.8162717,10.99
770,B0177-26,35 St. Anne's Road,Southampton,RELOCATED,near-number,#36 street annes road,wrong parish,32.2650444,-64.8161718,32.252365,-64.8395585,2.62
771,BR0086-26,22 Berry Hill Road,Paget,RELOCATED,street,berry hill road (48 pts in parish),wrong parish,32.2529735,-64.8392026,32.2940416,-64.7640316,8.43
772,BR0096-26,81 Ferry Road,St. George,RELOCATED,exact,addr point 81 ferry road,wrong parish,32.321232,-64.7123542,32.3665663,-64.7085009,5.06
773,BR0082-26,9 Inland Lane,Pembroke,RELOCATED,street,inland lane (4 pts in parish),wrong parish,32.3665563,-64.7085898,32.3022822,-64.8018259,11.32
774,B0204-26,44 Harrington Hundreds Road,Smiths,RELOCATED,street,harrington hundreds road (52 pts in parish),wrong parish,32.302365,-64.8018544,32.3181969,-64.7248279,7.46
775,B0228-26,12 Speakers Drive,St. George,RELOCATED,exact,addr point 12 speakers drive,wrong parish,32.3193995,-64.7255581,32.3778255,-64.6851287,7.53
776,B0193-26,2 North Ridge Close,Devonshire,RELOCATED,street,north ridge close (6 pts in parish),wrong parish,32.3778111,-64.6851087,32.3123045,-64.7552028,9.83
777,B0222-26,191 South Road,Paget,RELOCATED,near-number,#183 south road,wrong parish,32.3122977,-64.7551709,32.2936511,-64.7617649,2.17
778,B0210-26,6 Bayfield Road,Warwick,RELOCATED,near-number,#11 bayfield road,wrong parish,32.2699725,-64.7868268,32.2646449,-64.8185802,3.05
779,B0132-26,84 North Shore Road,Hamilton,RELOCATED,near-number,#93 north shore road,wrong parish,32.2647901,-64.8186259,32.3383547,-64.7392782,11.08
780,B0244-26,18 Lightbourne Lane,Smiths,RELOCATED,street,lightbourne lane (27 pts in parish),wrong parish,32.3506516,-64.7155702,32.3098527,-64.7435238,5.25
781,B0213-26,13 Turtle Bay Lane,Southampton,RELOCATED,street,turtle bay lane (17 pts in parish),wrong parish,32.30819,-64.74237,32.2509501,-64.8525184,12.17
782,B0242-26,8 Seabright Avenue,Paget,RELOCATED,street,seabright avenue (18 pts in parish),wrong parish,32.2511129,-64.8526628,32.2883305,-64.7623112,9.46
783,B0214-26,4 Mid Ocean Drive,St. George,RELOCATED,exact,addr point 4 mid ocean drive,wrong parish,32.2884612,-64.7620789,32.3333949,-64.6941855,8.11
784,B0212-26,14 Whale Bay Road,Southampton,RELOCATED,street,whale bay road (50 pts in parish),wrong parish,32.3333906,-64.6942276,32.2557445,-64.8707765,18.72
785,B0231-26,11 Vaughan's Bay Drive,St. George,RELOCATED,exact,addr point 11 vaughans bay drive,wrong parish,32.2564621,-64.869504,32.3695132,-64.6558535,23.73
786,B0147-27,"Bermuda Airport Solar Farm (""The Finger"")",(blank),kept,,,,32.359139,-64.685694,32.359139,-64.685694,
787,B0235-26,5 Seabright Lane,Paget,kept,,,,32.288749,-64.760913,32.288749,-64.760913,
788,B0243-26,3 Harrington Sound Road,Hamilton,RELOCATED,street-anchored,#19 harrington sound road,wrong parish,32.288622,-64.7612006,32.3315121,-64.7112575,6.7
